,title,label,new_title,Tokeniz,new_title2,stemmed_title
3057,PKS Harap PKB Sambut Baik Ajakan Dukung Anies-Sohibul di Pilgub Jakarta,hard,pks harap pkb sambut baik ajakan dukung aniessohibul di pilgub jakarta,"['pks', 'harap', 'pkb', 'sambut', 'baik', 'ajakan', 'dukung', 'aniessohibul', 'di', 'pilgub', 'jakarta']","['pks', 'harap', 'pkb', 'sambut', 'ajakan', 'aniessohibul', 'pilgub']","['pks', 'harap', 'pkb', 'sambut', 'aja', 'aniessohibul', 'pilgub']"
3058,"Syaikhu ke Dasco Gerindra: Ajak-ajaklah PKS, Jangan Cuma NasDem-PKB",hard,syaikhu ke dasco gerindra ajakajaklah pks jangan cuma nasdempkb,"['syaikhu', 'ke', 'dasco', 'gerindra', 'ajakajaklah', 'pks', 'jangan', 'cuma', 'nasdempkb']","['syaikhu', 'dasco', 'gerindra', 'ajakajaklah', 'pks', 'nasdempkb']","['syaikhu', 'dasco', 'gerindra', 'ajakajaklah', 'pks', 'nasdempkb']"
3059,"Di Harlah PKB, Surya Paloh Puji Dasco Gerindra 'The Rising Star'",hard,di harlah pkb surya paloh puji dasco gerindra the rising star,"['di', 'harlah', 'pkb', 'surya', 'paloh', 'puji', 'dasco', 'gerindra', 'the', 'rising', 'star']","['harlah', 'pkb', 'surya', 'paloh', 'puji', 'dasco', 'gerindra', 'the', 'rising', 'star']","['harlah', 'pkb', 'surya', 'paloh', 'puji', 'dasco', 'gerindra', 'the', 'rising', 'star']"
3060,"Ledakan Diduga dari Tabung Gas 3 Kg di Cengkareng, 3 Orang Luka",hard,ledakan diduga dari tabung gas kg di cengkareng orang luka,"['ledakan', 'diduga', 'dari', 'tabung', 'gas', 'kg', 'di', 'cengkareng', 'orang', 'luka']","['ledakan', 'diduga', 'tabung', 'gas', 'kg', 'cengkareng', 'orang', 'luka']","['ledak', 'duga', 'tabung', 'gas', 'kg', 'cengkareng', 'orang', 'luka']"
3061,Mardiono PPP Dorong Cak Imin Maju Pilgub: Supaya Isi Kekosongan 5 Tahun Ini,hard,mardiono ppp dorong cak imin maju pilgub supaya isi kekosongan tahun ini,"['mardiono', 'ppp', 'dorong', 'cak', 'imin', 'maju', 'pilgub', 'supaya', 'isi', 'kekosongan', 'tahun', 'ini']","['mardiono', 'ppp', 'dorong', 'maju', 'pilgub', 'isi', 'kekosongan']","['mardiono', 'ppp', 'dorong', 'maju', 'pilgub', 'isi', 'kosong']"
3062,"Syaikhu ke Dasco: Gerindra Sudah Dapat Presiden, Kasih Jakarta untuk PKS",hard,syaikhu ke dasco gerindra sudah dapat presiden kasih jakarta untuk pks,"['syaikhu', 'ke', 'dasco', 'gerindra', 'sudah', 'dapat', 'presiden', 'kasih', 'jakarta', 'untuk', 'pks']","['syaikhu', 'dasco', 'gerindra', 'presiden', 'kasih', 'pks']","['syaikhu', 'dasco', 'gerindra', 'presiden', 'kasih', 'pks']"
3063,Cak Imin Terima Kasih ke Surya Paloh Bisa Ikut Pilpres: Kami Susun Koalisi,hard,cak imin terima kasih ke surya paloh bisa ikut pilpres kami susun koalisi,"['cak', 'imin', 'terima', 'kasih', 'ke', 'surya', 'paloh', 'bisa', 'ikut', 'pilpres', 'kami', 'susun', 'koalisi']","['terima', 'kasih', 'surya', 'paloh', 'pilpres', 'susun', 'koalisi']","['terima', 'kasih', 'surya', 'paloh', 'pilpres', 'susun', 'koalisi']"
3064,"Dasco Ajak PKB Gabung Pemerintahan Prabowo-Gibran, Cak Imin: Semua Siap",hard,dasco ajak pkb gabung pemerintahan prabowogibran cak imin semua siap,"['dasco', 'ajak', 'pkb', 'gabung', 'pemerintahan', 'prabowogibran', 'cak', 'imin', 'semua', 'siap']","['dasco', 'ajak', 'pkb', 'gabung', 'pemerintahan']","['dasco', 'ajak', 'pkb', 'gabung', 'perintah']"
3065,Bamsoet Doakan Cak Imin Capres 2029: Kalau Nahdliyin Kompak Jadilah,hard,bamsoet doakan cak imin capres kalau nahdliyin kompak jadilah,"['bamsoet', 'doakan', 'cak', 'imin', 'capres', 'kalau', 'nahdliyin', 'kompak', 'jadilah']","['bamsoet', 'doakan', 'capres', 'nahdliyin', 'kompak']","['bamsoet', 'doa', 'capres', 'nahdliyin', 'kompak']"
3066,Cak Imin: Prabowo Presiden Sudah Takdir dan Pilihan Baik,hard,cak imin prabowo presiden sudah takdir dan pilihan baik,"['cak', 'imin', 'prabowo', 'presiden', 'sudah', 'takdir', 'dan', 'pilihan', 'baik']","['presiden', 'takdir', 'pilihan']","['presiden', 'takdir', 'pilih']"
3067,"Kisah Juju, Penjaga SDN Pondok Bambu 01 Selamatkan Ibunya dari Kebakaran",soft,kisah juju penjaga sdn pondok bambu selamatkan ibunya dari kebakaran,"['kisah', 'juju', 'penjaga', 'sdn', 'pondok', 'bambu', 'selamatkan', 'ibunya', 'dari', 'kebakaran']","['kisah', 'juju', 'penjaga', 'sdn', 'pondok', 'bambu', 'selamatkan', 'ibunya', 'kebakaran']","['kisah', 'juju', 'jaga', 'sdn', 'pondok', 'bambu', 'selamat', 'ibu', 'bakar']"
3068,Momen Terakhir Asep Ajak Ngemal Sebelum Dibunuh Keluarga Sendiri,hard,momen terakhir asep ajak ngemal sebelum dibunuh keluarga sendiri,"['momen', 'terakhir', 'asep', 'ajak', 'ngemal', 'sebelum', 'dibunuh', 'keluarga', 'sendiri']","['momen', 'asep', 'ajak', 'ngemal', 'dibunuh', 'keluarga']","['momen', 'asep', 'ajak', 'ngemal', 'bunuh', 'keluarga']"
3069,Dasco Puji Kepiawaian Cak Imin Nahkodai PKB: Tidak Bisa Diragukan Lagi,hard,dasco puji kepiawaian cak imin nahkodai pkb tidak bisa diragukan lagi,"['dasco', 'puji', 'kepiawaian', 'cak', 'imin', 'nahkodai', 'pkb', 'tidak', 'bisa', 'diragukan', 'lagi']","['dasco', 'puji', 'kepiawaian', 'nahkodai', 'pkb', 'diragukan']","['dasco', 'puji', 'piawai', 'nahkoda', 'pkb', 'ragu']"
3070,Ngeri! Wanita di Jaksel Ditusuk Pria Kenalan di Medsos dalam Mobil,hard,ngeri wanita di jaksel ditusuk pria kenalan di medsos dalam mobil,"['ngeri', 'wanita', 'di', 'jaksel', 'ditusuk', 'pria', 'kenalan', 'di', 'medsos', 'dalam', 'mobil']","['ngeri', 'wanita', 'jaksel', 'ditusuk', 'pria', 'kenalan', 'medsos', 'mobil']","['ngeri', 'wanita', 'jaksel', 'tusuk', 'pria', 'kenal', 'medsos', 'mobil']"
3071,"Sudah Padam, Kebakaran RS Citra Arafiq Depok Berasal dari Genset",hard,sudah padam kebakaran rs citra arafiq depok berasal dari genset,"['sudah', 'padam', 'kebakaran', 'rs', 'citra', 'arafiq', 'depok', 'berasal', 'dari', 'genset']","['padam', 'kebakaran', 'rs', 'citra', 'arafiq', 'berasal', 'genset']","['padam', 'bakar', 'rs', 'citra', 'arafiq', 'asal', 'genset']"
3072,Polda Metro Beri Penghargaan 11 Personel Juara Judo Kapolri Cup 2024,hard,polda metro beri penghargaan personel juara judo kapolri cup,"['polda', 'metro', 'beri', 'penghargaan', 'personel', 'juara', 'judo', 'kapolri', 'cup']","['polda', 'metro', 'penghargaan', 'personel', 'juara', 'judo', 'kapolri', 'cup']","['polda', 'metro', 'harga', 'personel', 'juara', 'judo', 'kapolri', 'cup']"
3073,Viral Anjing Pemburu Babi Disiksa Majikan di Hutan Bandung,hard,viral anjing pemburu babi disiksa majikan di hutan bandung,"['viral', 'anjing', 'pemburu', 'babi', 'disiksa', 'majikan', 'di', 'hutan', 'bandung']","['viral', 'anjing', 'pemburu', 'babi', 'disiksa', 'majikan', 'hutan', 'bandung']","['viral', 'anjing', 'buru', 'babi', 'siksa', 'majikan', 'hutan', 'bandung']"
3074,"Pipa di Blok Rokan Riau Bocor, Minyak Mentah Menyembur Tinggi",hard,pipa di blok rokan riau bocor minyak mentah menyembur tinggi,"['pipa', 'di', 'blok', 'rokan', 'riau', 'bocor', 'minyak', 'mentah', 'menyembur', 'tinggi']","['pipa', 'blok', 'rokan', 'riau', 'bocor', 'minyak', 'mentah', 'menyembur']","['pipa', 'blok', 'rok', 'riau', 'bocor', 'minyak', 'mentah', 'sembur']"
3075,Serba-serbi Monas yang Hanya Buka Sampai Sore Hari,soft,serbaserbi monas yang hanya buka sampai sore hari,"['serbaserbi', 'monas', 'yang', 'hanya', 'buka', 'sampai', 'sore', 'hari']","['serbaserbi', 'monas', 'buka', 'sore']","['serbaserbi', 'monas', 'buka', 'sore']"
3076,"Kurang Dukungan, Dharma-Kun Belum Penuhi Syarat Paslon Independen",hard,kurang dukungan dharmakun belum penuhi syarat paslon independen,"['kurang', 'dukungan', 'dharmakun', 'belum', 'penuhi', 'syarat', 'paslon', 'independen']","['dukungan', 'dharmakun', 'penuhi', 'syarat', 'paslon', 'independen']","['dukung', 'dharmakun', 'penuh', 'syarat', 'paslon', 'independen']"
3077,"Rumah di Pancoran Jaksel Kebakaran, 20 Mobil Damkar Dikerahkan",hard,rumah di pancoran jaksel kebakaran mobil damkar dikerahkan,"['rumah', 'di', 'pancoran', 'jaksel', 'kebakaran', 'mobil', 'damkar', 'dikerahkan']","['rumah', 'pancoran', 'jaksel', 'kebakaran', 'mobil', 'damkar', 'dikerahkan']","['rumah', 'pancoran', 'jaksel', 'bakar', 'mobil', 'damkar', 'kerah']"
3078,Waka MPR Dorong Hadirnya Layanan Kesehatan Inklusif buat Semua Warga,hard,waka mpr dorong hadirnya layanan kesehatan inklusif buat semua warga,"['waka', 'mpr', 'dorong', 'hadirnya', 'layanan', 'kesehatan', 'inklusif', 'buat', 'semua', 'warga']","['waka', 'mpr', 'dorong', 'hadirnya', 'layanan', 'kesehatan', 'inklusif']","['waka', 'mpr', 'dorong', 'hadir', 'layan', 'sehat', 'inklusif']"
3079,"Viral Ibadah Jemaat di Tangerang Diusir Warga, Polisi: Video Lama",hard,viral ibadah jemaat di tangerang diusir warga polisi video lama,"['viral', 'ibadah', 'jemaat', 'di', 'tangerang', 'diusir', 'warga', 'polisi', 'video', 'lama']","['viral', 'ibadah', 'jemaat', 'tangerang', 'diusir', 'polisi', 'video']","['viral', 'ibadah', 'jemaat', 'tangerang', 'usir', 'polisi', 'video']"
3080,"RS Citra Arafiq di Depok Kebakaran, Pasien Dievakuasi",hard,rs citra arafiq di depok kebakaran pasien dievakuasi,"['rs', 'citra', 'arafiq', 'di', 'depok', 'kebakaran', 'pasien', 'dievakuasi']","['rs', 'citra', 'arafiq', 'kebakaran', 'pasien', 'dievakuasi']","['rs', 'citra', 'arafiq', 'bakar', 'pasien', 'evakuasi']"
3081,Kegiatan TNI Manunggal Membangun Desa ke-121 Hadir di Kabupaten Koltim,hard,kegiatan tni manunggal membangun desa hadir di kabupaten koltim,"['kegiatan', 'tni', 'manunggal', 'membangun', 'desa', 'hadir', 'di', 'kabupaten', 'koltim']","['kegiatan', 'tni', 'manunggal', 'membangun', 'desa', 'hadir', 'kabupaten', 'koltim']","['giat', 'tni', 'manunggal', 'bangun', 'desa', 'hadir', 'kabupaten', 'koltim']"
3082,"Suhu di Medan Capai 37 Derajat Celsius, Ini Analisis BMKG",hard,suhu di medan capai derajat celsius ini analisis bmkg,"['suhu', 'di', 'medan', 'capai', 'derajat', 'celsius', 'ini', 'analisis', 'bmkg']","['suhu', 'medan', 'capai', 'derajat', 'celsius', 'analisis', 'bmkg']","['suhu', 'medan', 'capai', 'derajat', 'celsius', 'analisis', 'bmkg']"
3083,"Menlu Retno Hadiri Rangkaian Pertemuan AMM/PMC di Laos, Ini yang Dibahas",hard,menlu retno hadiri rangkaian pertemuan ammpmc di laos ini yang dibahas,"['menlu', 'retno', 'hadiri', 'rangkaian', 'pertemuan', 'ammpmc', 'di', 'laos', 'ini', 'yang', 'dibahas']","['menlu', 'hadiri', 'rangkaian', 'pertemuan', 'ammpmc', 'laos', 'dibahas']","['menlu', 'hadir', 'rangkai', 'temu', 'ammpmc', 'laos', 'bahas']"
3084,Mensos Risma dan TNI AL Launching Perpustakaan Terapung di Maluku,hard,mensos risma dan tni al launching perpustakaan terapung di maluku,"['mensos', 'risma', 'dan', 'tni', 'al', 'launching', 'perpustakaan', 'terapung', 'di', 'maluku']","['mensos', 'risma', 'tni', 'al', 'launching', 'perpustakaan', 'terapung', 'maluku']","['mensos', 'risma', 'tni', 'al', 'launching', 'pustaka', 'apung', 'malu']"
3085,Tentang Rencana Jokowi Berkantor di IKN Akhir Juli,hard,tentang rencana jokowi berkantor di ikn akhir juli,"['tentang', 'rencana', 'jokowi', 'berkantor', 'di', 'ikn', 'akhir', 'juli']","['rencana', 'berkantor', 'ikn', 'juli']","['rencana', 'kantor', 'ikn', 'juli']"
3086,"Puan Tutup Forum Parlemen Indonesia-Pasifik, Komitmen Jaga Persatuan Teritorial",hard,puan tutup forum parlemen indonesiapasifik komitmen jaga persatuan teritorial,"['puan', 'tutup', 'forum', 'parlemen', 'indonesiapasifik', 'komitmen', 'jaga', 'persatuan', 'teritorial']","['puan', 'tutup', 'forum', 'parlemen', 'indonesiapasifik', 'komitmen', 'jaga', 'persatuan', 'teritorial']","['puan', 'tutup', 'forum', 'parlemen', 'indonesiapasifik', 'komitmen', 'jaga', 'satu', 'teritorial']"
3087,"10 Hari Operasi Patuh di Jakarta, 42 Ribu Pelanggar Lalin Ditindak",hard,hari operasi patuh di jakarta ribu pelanggar lalin ditindak,"['hari', 'operasi', 'patuh', 'di', 'jakarta', 'ribu', 'pelanggar', 'lalin', 'ditindak']","['operasi', 'patuh', 'ribu', 'pelanggar', 'lalin', 'ditindak']","['operasi', 'patuh', 'ribu', 'langgar', 'lalin', 'tindak']"
3088,"PDIP Bocorkan 3 Kader Disiapkan untuk Pilgub Jatim, Siapa Saja?",hard,pdip bocorkan kader disiapkan untuk pilgub jatim siapa saja,"['pdip', 'bocorkan', 'kader', 'disiapkan', 'untuk', 'pilgub', 'jatim', 'siapa', 'saja']","['pdip', 'bocorkan', 'kader', 'disiapkan', 'pilgub', 'jatim']","['pdip', 'bocor', 'kader', 'siap', 'pilgub', 'jatim']"
3089,"Hadiri Pleno AMM/PMC di Laos, Menlu Sampaikan Isu Palestina-Laut China Selatan",hard,hadiri pleno ammpmc di laos menlu sampaikan isu palestinalaut china selatan,"['hadiri', 'pleno', 'ammpmc', 'di', 'laos', 'menlu', 'sampaikan', 'isu', 'palestinalaut', 'china', 'selatan']","['hadiri', 'pleno', 'ammpmc', 'laos', 'menlu', 'isu', 'palestinalaut', 'china', 'selatan']","['hadir', 'pleno', 'ammpmc', 'laos', 'menlu', 'isu', 'palestinalaut', 'china', 'selatan']"
3090,Mobil Eks Presiden Timor Leste Tabrakan dengan Truk TNI di NTT,hard,mobil eks presiden timor leste tabrakan dengan truk tni di ntt,"['mobil', 'eks', 'presiden', 'timor', 'leste', 'tabrakan', 'dengan', 'truk', 'tni', 'di', 'ntt']","['mobil', 'eks', 'presiden', 'timor', 'leste', 'tabrakan', 'truk', 'tni', 'ntt']","['mobil', 'eks', 'presiden', 'timor', 'leste', 'tabrak', 'truk', 'tni', 'ntt']"
3091,"Redam Angka Tawuran, Dispora DKI Gelar Ajang Kreativitas Pemuda Jakarta",hard,redam angka tawuran dispora dki gelar ajang kreativitas pemuda jakarta,"['redam', 'angka', 'tawuran', 'dispora', 'dki', 'gelar', 'ajang', 'kreativitas', 'pemuda', 'jakarta']","['redam', 'angka', 'tawuran', 'dispora', 'gelar', 'ajang', 'kreativitas', 'pemuda']","['redam', 'angka', 'tawur', 'spora', 'gelar', 'ajang', 'kreativitas', 'pemuda']"
3092,Kemenkominfo Kampanyekan Sadar Stunting ke Anak Muda Banjarbaru,hard,kemenkominfo kampanyekan sadar stunting ke anak muda banjarbaru,"['kemenkominfo', 'kampanyekan', 'sadar', 'stunting', 'ke', 'anak', 'muda', 'banjarbaru']","['kemenkominfo', 'kampanyekan', 'sadar', 'stunting', 'anak', 'muda', 'banjarbaru']","['kemenkominfo', 'kampanye', 'sadar', 'stunting', 'anak', 'muda', 'banjarbaru']"
3093,Horor Pecahan Batu Flyover Ciputat Rontok Nyaris Kena Pemotor,hard,horor pecahan batu flyover ciputat rontok nyaris kena pemotor,"['horor', 'pecahan', 'batu', 'flyover', 'ciputat', 'rontok', 'nyaris', 'kena', 'pemotor']","['horor', 'pecahan', 'batu', 'flyover', 'ciputat', 'rontok', 'kena', 'pemotor']","['horor', 'pecah', 'batu', 'flyover', 'ciputat', 'rontok', 'kena', 'motor']"
3094,"Hal Memberatkan Vonis 4,5 Tahun Penjara Yogi Perantara Penjual Cula Badak",hard,hal memberatkan vonis tahun penjara yogi perantara penjual cula badak,"['hal', 'memberatkan', 'vonis', 'tahun', 'penjara', 'yogi', 'perantara', 'penjual', 'cula', 'badak']","['memberatkan', 'vonis', 'penjara', 'yogi', 'perantara', 'penjual', 'cula', 'badak']","['berat', 'vonis', 'penjara', 'yogi', 'antara', 'jual', 'cula', 'badak']"
3095,"Selain KY, Keluarga Dini Akan Laporkan Hakim yang Vonis Ronald Tannur ke KPK",hard,selain ky keluarga dini akan laporkan hakim yang vonis ronald tannur ke kpk,"['selain', 'ky', 'keluarga', 'dini', 'akan', 'laporkan', 'hakim', 'yang', 'vonis', 'ronald', 'tannur', 'ke', 'kpk']","['ky', 'keluarga', 'laporkan', 'hakim', 'vonis', 'ronald', 'tannur', 'kpk']","['ky', 'keluarga', 'lapor', 'hakim', 'vonis', 'ronald', 'tannur', 'kpk']"
3096,Hal-hal Jadi Sorotan di Balik Vonis Bebas Ronald Tannur,hard,halhal jadi sorotan di balik vonis bebas ronald tannur,"['halhal', 'jadi', 'sorotan', 'di', 'balik', 'vonis', 'bebas', 'ronald', 'tannur']","['halhal', 'sorotan', 'vonis', 'bebas', 'ronald', 'tannur']","['halhal', 'sorot', 'vonis', 'bebas', 'ronald', 'tannur']"
3097,KPK Lanjut Geledah Kantor DPRD Jateng Setelah Damkar Semarang,hard,kpk lanjut geledah kantor dprd jateng setelah damkar semarang,"['kpk', 'lanjut', 'geledah', 'kantor', 'dprd', 'jateng', 'setelah', 'damkar', 'semarang']","['kpk', 'geledah', 'kantor', 'dprd', 'jateng', 'damkar', 'semarang']","['kpk', 'geledah', 'kantor', 'dprd', 'jateng', 'damkar', 'semarang']"
3098,"Ketua DPRD Rembang Ditahan di Saudi gegara Visa, Kemenag Lakukan Sosialiasi",hard,ketua dprd rembang ditahan di saudi gegara visa kemenag lakukan sosialiasi,"['ketua', 'dprd', 'rembang', 'ditahan', 'di', 'saudi', 'gegara', 'visa', 'kemenag', 'lakukan', 'sosialiasi']","['ketua', 'dprd', 'rembang', 'ditahan', 'saudi', 'gegara', 'visa', 'kemenag', 'lakukan', 'sosialiasi']","['ketua', 'dprd', 'rembang', 'tahan', 'saudi', 'gegara', 'visa', 'kemenag', 'laku', 'sosialiasi']"
3099,"NCS Polri Gelar Baksos, Bagikan Seribu Paket Sembako ke Warga NTB",hard,ncs polri gelar baksos bagikan seribu paket sembako ke warga ntb,"['ncs', 'polri', 'gelar', 'baksos', 'bagikan', 'seribu', 'paket', 'sembako', 'ke', 'warga', 'ntb']","['ncs', 'polri', 'gelar', 'baksos', 'bagikan', 'seribu', 'paket', 'sembako', 'ntb']","['ncs', 'polri', 'gelar', 'baksos', 'bagi', 'ribu', 'paket', 'sembako', 'ntb']"
3100,Parpol KIM Dinilai Bakal Bersatu di Pilbup Bogor,hard,parpol kim dinilai bakal bersatu di pilbup bogor,"['parpol', 'kim', 'dinilai', 'bakal', 'bersatu', 'di', 'pilbup', 'bogor']","['parpol', 'kim', 'dinilai', 'bersatu', 'pilbup']","['parpol', 'kim', 'nilai', 'satu', 'pilbup']"
3101,Bisakah China Pakai Pengaruhnya untuk Perdamaian Ukraina,hard,bisakah china pakai pengaruhnya untuk perdamaian ukraina,"['bisakah', 'china', 'pakai', 'pengaruhnya', 'untuk', 'perdamaian', 'ukraina']","['china', 'pakai', 'pengaruhnya', 'perdamaian', 'ukraina']","['china', 'pakai', 'pengaruh', 'damai', 'ukraina']"
3102,Megawati-Puan-Ganjar Hadiri Pernikahan Thariq Halilintar dan Aaliyah Massaid,hard,megawatipuanganjar hadiri pernikahan thariq halilintar dan aaliyah massaid,"['megawatipuanganjar', 'hadiri', 'pernikahan', 'thariq', 'halilintar', 'dan', 'aaliyah', 'massaid']","['megawatipuanganjar', 'hadiri', 'pernikahan', 'thariq', 'halilintar', 'aaliyah', 'massaid']","['megawatipuanganjar', 'hadir', 'nikah', 'thariq', 'halilintar', 'aaliyah', 'massaid']"
3103,Kejagung Langsung Tahan Anggota DPR Ujang Iskandar di Rutan Salemba,hard,kejagung langsung tahan anggota dpr ujang iskandar di rutan salemba,"['kejagung', 'langsung', 'tahan', 'anggota', 'dpr', 'ujang', 'iskandar', 'di', 'rutan', 'salemba']","['kejagung', 'langsung', 'tahan', 'anggota', 'dpr', 'ujang', 'iskandar', 'rutan', 'salemba']","['jagung', 'langsung', 'tahan', 'anggota', 'dpr', 'ujang', 'iskandar', 'rutan', 'salemba']"
3104,Ma'ruf Amin: Kita Tak Boleh Berhenti Sampai Judol Hilang di Indonesia,hard,maruf amin kita tak boleh berhenti sampai judol hilang di indonesia,"['maruf', 'amin', 'kita', 'tak', 'boleh', 'berhenti', 'sampai', 'judol', 'hilang', 'di', 'indonesia']","['maruf', 'amin', 'berhenti', 'judol', 'hilang']","['maruf', 'amin', 'henti', 'judol', 'hilang']"
3105,Bareskrim Panggil Ketua BP2MI Usut Sosok T Pengendali Judi Online Pekan Depan,hard,bareskrim panggil ketua usut sosok t pengendali judi online pekan depan,"['bareskrim', 'panggil', 'ketua', 'usut', 'sosok', 't', 'pengendali', 'judi', 'online', 'pekan', 'depan']","['bareskrim', 'panggil', 'ketua', 'usut', 'sosok', 't', 'pengendali', 'judi', 'online', 'pekan']","['bareskrim', 'panggil', 'ketua', 'usut', 'sosok', 't', 'kendali', 'judi', 'online', 'pekan']"
3106,"Regina Ikut Seleksi Akpol Demi Pendidikan Gratis, Tak Mau Bebani Ortu",hard,regina ikut seleksi akpol demi pendidikan gratis tak mau bebani ortu,"['regina', 'ikut', 'seleksi', 'akpol', 'demi', 'pendidikan', 'gratis', 'tak', 'mau', 'bebani', 'ortu']","['regina', 'seleksi', 'akpol', 'pendidikan', 'gratis', 'bebani', 'ortu']","['regina', 'seleksi', 'akpol', 'didik', 'gratis', 'beban', 'ortu']"
3107,Wapres Ma'ruf Amin Ibaratkan MUI Seperti Kereta Api Bukan Taksi,hard,wapres maruf amin ibaratkan mui seperti kereta api bukan taksi,"['wapres', 'maruf', 'amin', 'ibaratkan', 'mui', 'seperti', 'kereta', 'api', 'bukan', 'taksi']","['wapres', 'maruf', 'amin', 'mui', 'kereta', 'api', 'taksi']","['wapres', 'maruf', 'amin', 'mui', 'kereta', 'api', 'taksi']"
3108,Ini Kasus yang Bikin Anggota DPR Ujang Iskandar Ditahan Kejagung,hard,ini kasus yang bikin anggota dpr ujang iskandar ditahan kejagung,"['ini', 'kasus', 'yang', 'bikin', 'anggota', 'dpr', 'ujang', 'iskandar', 'ditahan', 'kejagung']","['bikin', 'anggota', 'dpr', 'ujang', 'iskandar', 'ditahan', 'kejagung']","['bikin', 'anggota', 'dpr', 'ujang', 'iskandar', 'tahan', 'jagung']"
3109,"Puan Bicara Peluang Dukung Anies, PKS Singgung 15 Kursi PDIP di DPRD DKI",hard,puan bicara peluang dukung anies pks singgung kursi pdip di dprd dki,"['puan', 'bicara', 'peluang', 'dukung', 'anies', 'pks', 'singgung', 'kursi', 'pdip', 'di', 'dprd', 'dki']","['puan', 'bicara', 'peluang', 'pks', 'singgung', 'kursi', 'pdip', 'dprd']","['puan', 'bicara', 'peluang', 'pks', 'singgung', 'kursi', 'pdip', 'dprd']"
3110,Terungkap Pemicu Batu Flyover Ciputat Jatuh Hampir Buat Pemotor Nahas,hard,terungkap pemicu batu flyover ciputat jatuh hampir buat pemotor nahas,"['terungkap', 'pemicu', 'batu', 'flyover', 'ciputat', 'jatuh', 'hampir', 'buat', 'pemotor', 'nahas']","['terungkap', 'pemicu', 'batu', 'flyover', 'ciputat', 'jatuh', 'pemotor', 'nahas']","['ungkap', 'picu', 'batu', 'flyover', 'ciputat', 'jatuh', 'motor', 'nahas']"
3111,Detik-detik Kejagung Tangkap Anggota DPR Ujang Iskandar di Soetta,hard,detikdetik kejagung tangkap anggota dpr ujang iskandar di soetta,"['detikdetik', 'kejagung', 'tangkap', 'anggota', 'dpr', 'ujang', 'iskandar', 'di', 'soetta']","['detikdetik', 'kejagung', 'tangkap', 'anggota', 'dpr', 'ujang', 'iskandar', 'soetta']","['detikdetik', 'jagung', 'tangkap', 'anggota', 'dpr', 'ujang', 'iskandar', 'soetta']"
3112,HNW Apresiasi Deklarasi Beijing Menyatukan Hamas dan Fatah,hard,hnw apresiasi deklarasi beijing menyatukan hamas dan fatah,"['hnw', 'apresiasi', 'deklarasi', 'beijing', 'menyatukan', 'hamas', 'dan', 'fatah']","['hnw', 'apresiasi', 'deklarasi', 'beijing', 'menyatukan', 'hamas', 'fatah']","['hnw', 'apresiasi', 'deklarasi', 'beijing', 'satu', 'hamas', 'fatah']"
3113,KPK Masih Telaah Perkara Dugaan Klaim BPJS Kesehatan Fiktif,hard,kpk masih telaah perkara dugaan klaim bpjs kesehatan fiktif,"['kpk', 'masih', 'telaah', 'perkara', 'dugaan', 'klaim', 'bpjs', 'kesehatan', 'fiktif']","['kpk', 'telaah', 'perkara', 'dugaan', 'klaim', 'bpjs', 'kesehatan', 'fiktif']","['kpk', 'telaah', 'perkara', 'duga', 'klaim', 'bpjs', 'sehat', 'fiktif']"
3114,Dinkes Depok Akan Cek Klinik TKP Wanita Medan Tewas Diduga Usai Sedot Lemak,hard,dinkes depok akan cek klinik tkp wanita medan tewas diduga usai sedot lemak,"['dinkes', 'depok', 'akan', 'cek', 'klinik', 'tkp', 'wanita', 'medan', 'tewas', 'diduga', 'usai', 'sedot', 'lemak']","['dinkes', 'cek', 'klinik', 'tkp', 'wanita', 'medan', 'tewas', 'diduga', 'sedot', 'lemak']","['dinkes', 'cek', 'klinik', 'tkp', 'wanita', 'medan', 'tewas', 'duga', 'sedot', 'lemak']"
3115,Kasus 2 Pria di Pandeglang Diamuk Massa gegara Curi Petai Berakhir Damai,hard,kasus pria di pandeglang diamuk massa gegara curi petai berakhir damai,"['kasus', 'pria', 'di', 'pandeglang', 'diamuk', 'massa', 'gegara', 'curi', 'petai', 'berakhir', 'damai']","['pria', 'pandeglang', 'diamuk', 'massa', 'gegara', 'curi', 'petai', 'damai']","['pria', 'pandeglang', 'amuk', 'massa', 'gegara', 'curi', 'petai', 'damai']"
3116,"WN India Habiskan Rp 3,5 M Duit Hasil Investasi Bodong, Tersisa Sejuta!",hard,wn india habiskan rp m duit hasil investasi bodong tersisa sejuta,"['wn', 'india', 'habiskan', 'rp', 'm', 'duit', 'hasil', 'investasi', 'bodong', 'tersisa', 'sejuta']","['wn', 'india', 'habiskan', 'rp', 'duit', 'hasil', 'investasi', 'bodong', 'tersisa', 'sejuta']","['wn', 'india', 'habis', 'rp', 'duit', 'hasil', 'investasi', 'bodong', 'sisa', 'juta']"
3117,Gibran Center Harap Dilibatkan dalam Program Makan Bergizi Gratis,hard,gibran center harap dilibatkan dalam program makan bergizi gratis,"['gibran', 'center', 'harap', 'dilibatkan', 'dalam', 'program', 'makan', 'bergizi', 'gratis']","['center', 'harap', 'dilibatkan', 'program', 'makan', 'bergizi', 'gratis']","['center', 'harap', 'libat', 'program', 'makan', 'gizi', 'gratis']"
